127.0.0.1 - - [06/Dec/2023:14:30:59 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:02 +0900] "GET /ggulzip/ HTTP/1.1" 200 26336
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:02 +0900] "GET /ggulzip/views/img/bee.png HTTP/1.1" 200 54291
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:02 +0900] "GET /ggulzip/resources/assets/img/main-card-black.png HTTP/1.1" 200 19599
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:03 +0900] "GET /ggulzip/getPageInfo.po?currentPage=1 HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:04 +0900] "GET /ggulzip/popularPost.po?standard=1&listCount=25&currentPage=1&pageLimit=10&boardLimit=20&maxPage=2&startPage=1&endPage=2 HTTP/1.1" 200 7217
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:05 +0900] "GET /ggulzip/views/member/Login.jsp HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:11 +0900] "POST /ggulzip/saveChat.ch HTTP/1.1" 200 4
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:11 +0900] "POST /ggulzip/selectChat.ch HTTP/1.1" 200 811
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:12 +0900] "POST /ggulzip/saveChat.ch HTTP/1.1" 200 4
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:13 +0900] "POST /ggulzip/selectChat.ch HTTP/1.1" 200 813
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:16 +0900] "GET /ggulzip/views/member/Login.jsp HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:19 +0900] "POST /ggulzip/login.me HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:19 +0900] "GET /ggulzip/index.jsp HTTP/1.1" 200 25784
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:19 +0900] "GET /ggulzip/getPageInfo.po?currentPage=1 HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:20 +0900] "GET /ggulzip/popularPost.po?standard=1&listCount=25&currentPage=1&pageLimit=10&boardLimit=20&maxPage=2&startPage=1&endPage=2 HTTP/1.1" 200 7217
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:22 +0900] "GET /ggulzip/myPage.me HTTP/1.1" 200 72200
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:31:22 +0900] "GET /ggulzip/resources/assets/img/profile-img.jpg HTTP/1.1" 200 4957
